Title,Review,Town,Region,Type,Polarity
de los sentimientos encontrados,"Me gustaría preferir mi crítica con una cláusula que dice que fue mi primera experiencia con un hotel ""todo entendido"" y mi primera vez en México. Así que realmente no tengo nada que comparar, cuando se trata de un hotel todo comprendido. Tengo un momento muy difícil de clasificar este hotel, porque por un lado algunas cosas eran geniales, pero por otro lado había ciertamente algunos temas, que me impidieron clasificarlo ""muy bien.""",Isla_Mujeres,QuintanaRoo,Hotel,3
No vale la pena el tiempo si no lo haces por mar.,"Hemos estado en otras ruinas mayas - Tikal, Palenque, que eran mucho más grandes y más interesantes para visitar.Si esta es su única oportunidad de ver las ruinas, entonces vale la pena, pero realmente no hay mucho que ver y si no están justo al borde de la costa, entonces no estaría muy clasificado no creo.",Tulum,QuintanaRoo,Attractive,3
Esperaba mucho más.,"El lugar falta mantenimiento (pasto largo y varios lugares sucios). La señalización es mala. Si usted está al aire libre, si usted tiene que hacer más de 30 km, no vale la pena.",Tulum,QuintanaRoo,Attractive,3
El servicio no fue el mejor.,"La comida, como la cadena americana de telecomunicaciones y el servicio, no fue buena porque no hubo atención.",Metepec,Estado_de_Mexico,Restaurant,3
El Anticado Express es un servicio de transporte muy popular.,"Cuando llegué, esperaba un hotel más moderno, renovado a partir de la apariencia del sitio web de IHG cuando hice mi reserva. En cambio, me pareció un esquema de colores con lo que parecía ser un Austin Powers tipo de muebles anticuados de los años 70.",Tlaquepaque,Jalisco,Hotel,3
La primera visita de Macario,"Ayer vino a Macario que está en el otro extremo y como tuvo buenas experiencias en los restaurantes del grupo, hoy quiso venir a probarlo. El servicio es bueno en seco, los servidores están atentos pero distraídos.",Tulum,QuintanaRoo,Restaurant,3
Sólo pagas por la ubicación...,"Sí... el restaurante está dentro de una cueva, parece bastante increíble, pero aparte de eso nada más. El menú es bastante pequeño, no hay patatas fritas y salsa de cortés (jeje) o cualquier otro antojito mexicano, el tamaño de la comida era pequeño y nada espectacular.....El sabor era bastante simple. Tienen un espectáculo en vivo, no sé en qué días... Así que por el precio que se paga aquí... es mejor conseguir buenos tacos... jaja, muchos restaurantes cercanos, siga la misma llamada.",Teotihuacan,Estado_de_Mexico,Restaurant,3
"La ubicación es genial, pero un poco tranquilo!!","Un hotel situado en la selva de Palenque y compuesto por una serie de bungalows, conocidos como Jungalows por su ubicación. Los Jungalows eran más que adecuados y eran muy cómodos a pesar de su ubicación en una selva. Contienen electricidad, A/C, televisión, cómodas camas y aseos privados. Los alrededores son espectaculares, al igual que las zonas comunes del hotel. Las ruinas del hotel de Palenque están a 5 minutos en coche y el centro de la ciudad a 10 minutos en coche.",Palenque,Chiapas,Hotel,3
La ira del pueblo es común.,"El hotel es muy rustic. La habitación es muy fría. Pedimos encender la chimenea y nunca vinieron. Luego vinieron a decirnos que el que la encendió no estaba allí. Tocamos el jardín lleno de hojas, lo que parecía descuidado y polvoriento. Bajamos para el desayuno y todo era frío y oscuro. Muy lejos del centro de San Cristóbal. La verdad no me gustó. Ni la atención ni el lugar.",San_Cristobal_de_las_Casas,Chiapas,Hotel,3
Perfecto para el propósito.,"No es un hotel de lujo, pero es una buena base para visitar las ruinas. Es limpio y cómodo, y a pocos pasos de muchos lugares agradables para comer en la ciudad misma, que no se aloja en uno de los hoteles más caros en el camino de las ruinas. El servicio era muy agradable y la piscina era bienvenida después de un día de exploración en calor. Recomendaría este hotel por 1 o 2 noches como una buena opción propia para alojarse en la ciudad.",Palenque,Chiapas,Hotel,3
Estábamos bien.,"Todo iba bien, las bebidas eran traídas relativamente rápido, el chocolate era de la abuela... en polvo hecho de líquido para la espuma, pero bien, pedimos los alimentos, que tardaron un poco con los platos pero lo peor es que se perdieron en el orden y olvidaron tomar nota de dos pedidos que fueron muy retrasados, causando desgracia.",Tequisquiapan,Queretaro,Restaurant,3
La Suite de la luna de miel,"Llegamos a Creel, por la tarde y estábamos haciendo frente al clima (si esperábamos más nieve) entonces estábamos más que dispuestos a reservar en nuestro hotel; reservamos la HS ya que nos gusta la cama KS. La suite tenía una pequeña zona de comer, un excelente sistema de calefacción, salón y aseo, y sobre todo mucha agua caliente para una ducha larga.",Creel,Chihuahua,Hotel,3
"Unas vistas bonitas, pero también llenas.","Usted puede admirar hermosas vistas de los acantilados del océano, pero este lugar es muy frecuentado y las ruinas en sí no son demasiado numerosas... La playa está de nuevo atestada, aunque el mar es hermoso.",Tulum,QuintanaRoo,Attractive,3
Una buena atención,"Aunque la comida es muy rica y todos sus productos son de muy buena calidad, doy una mala nota porque el servidor estaba hablando y no nos prestaba buenos servicios.",Taxco,Guerrero,Restaurant,3
"Es un hotel regular de 3 estrellas, muy amable pero muy caro por lo que ofrece.","No había ganchos, dijo, aceptan American Express pero no la aceptaron, la televisión está en la habitación encima de una cama, no hacen el baño de la habitación. No había ganchos para colgar la ropa. No ponen nada más en el baño, sólo un jabón y un champú. Esto no vale nada. Es muy caro para el servicio que ofrecen. Las instalaciones carecen de mantenimiento.",Sayulita,Nayarit,Hotel,3
"No, está totalmente preparada por primera vez.","El albergue tiene algunos aspectos: una playa que es simplemente hermoso, con arena blanca y agua de mar y buenas instalaciones para un retiro de yoga. Las excursiones a las ruinas y las cenotas mayas son excelentes. Los masagistas, los practicantes locales, están en vuelo. Sin embargo, fuera de la cocina y la limpieza del comedor maravilloso del personal local, el personal es muy desigual en el conocimiento y la amistad, la comida era normal y las habitaciones no siempre son.",Tulum,QuintanaRoo,Hotel,3
"El personal es encantador, pero la compasión por las habitaciones.","Nos alojamos en cabañas Tulum recientemente y el personal era muy servicial y amable. Sin embargo, habiendo alojado en muchos hoteles que ofrecen servicios específicamente para las familias, nos sorprendió que las habitaciones no sean más grandes y más cómodas. No hay muchos muebles en las habitaciones fuera de las camas - no hay lámparas de mesa, no hay sillas, todo es muy espartano, me sentía como monjes móviles! La propiedad es pequeña con las habitaciones realmente expresadas.",Tulum,QuintanaRoo,Hotel,3
Es una playa.,"He oído hablar mucho de Playa Norte situada en la parte norte del centro de la ciudad. Aunque es una gran playa pública (con algunas zonas privadas), era una playa. No espectacular, pero es un lugar agradable para pasear y tal vez tomar un sombrero en el agua. Entiendo que esta playa era increíble sobre ella, pero fue asaltada por una tormenta y no fue lo suficientemente recuperado.",Isla_Mujeres,QuintanaRoo,Attractive,3
El lugar de almuerzo en Sayulita.,"La comida es muy rica, todo es muy americano, el servicio me parece excelente, siempre están vigilantes para que no te pierdas nada, pero sí, todo es súper sucio, comería y al lado de mi silla, un perro callejero vomita que todo el mundo...Más",Sayulita,Nayarit,Restaurant,3
"No está mal, pero hay mejores.","Fuimos allí con mi esposa y algunos amigos para el desayuno y tuvimos una buena experiencia. El servicio no era muy rápido, pero para ser honesto, el lugar estaba lleno. Tiene un aparcamiento privado, así que encontrar un lugar para aparcar no sería un problema. La comida... era buena, nada extravagante. Perdimos en los tacos, porque estaban fuera, pero los chilaquiles y los huevos eran buenos.",Parras,Coahuila,Restaurant,3
"Muy limpio, comida regular.","Un pequeño lugar cerca de la plaza de la ciudad, detrás de la iglesia.Uno de los pocos lugares donde se puede comer algo más que quesadillas y barbacoa.",Huasca_de_Ocampo,Hidalgo,Restaurant,3
Es agradable ver cuando estás en la plaza principal.,"Está justo en la plaza principal, así que si estás de visita en Valladolid, la catedral tampoco tiene sentido.",Valladolid,Yucatan,Attractive,3
El desayuno es muy gringo.,"El personal está muy atento y le espera inmediatamente, es un lugar que se especializa en la cocina americana, así que olvide pedir chilaquiles, trate de hacer algunos buenos pasteles de tocino y un café americano y por supuesto deliciosos chocobannas!",Sayulita,Nayarit,Restaurant,3
"Normalmente, nada es perfecto.","No me gustó la atención, poco color... La cocina mexicana regional muy grasa... esperaba mejor la atención que no como cerdo y tenía muy pocas opciones para una ensalada muy mala... y luego su especialidad me fue ofrecida no me gustaba, no me gustaba el postre... no me gustaba el café... más",Valladolid,Yucatan,Restaurant,3
Tradicional mexicano.,"Es la primera vez que visito este lugar, de hecho no fue nada extraordinario. El servicio era muy lento incluso cuando no estaban llenos. La comida era sin gusto y los precios eran altos para la calidad. No hay mucha variedad pero el menú...Más",Tepoztlan,Morelos,Restaurant,3
"Bien, pero nada especial.","El servicio y la ubicación son buenos, cerca del Zocalo animado, pero el menú no es especial y lo mismo se puede decir de la comida, no está mal, no muy bien y el precio es bueno, pero si usted no va, usted no ha perdido nada.",Palenque,Chiapas,Restaurant,3
Foto de Fuera.,"No hemos podido entrar, por desgracia todas las iglesias han sido cerradas debido al terremoto.El gobierno mexicano y/o Chiapaneco están haciendo las reparaciones lentamente.",San_Cristobal_de_las_Casas,Chiapas,Attractive,3
La calidad del servicio está disminuyendo.,"El desayuno dominical cuesta mucho por su contenido, no ofrecen todo lo necesario, una supervisora era bastante grosera, ella solía ir allí, pero después de este incidente, no vuelvo.",Ajijic,Jalisco,Hotel,3
Podría ofrecer mucho más.,"Las cosas buenas: el hecho de que la Laguna Bacalar esté justo enfrente hace que este lugar 75% de sus estrellas. además, el paisaje, las palomas en el agua, la distribución de los bungalows y el maravilloso muelle cubierto de hamacas, son hermosos. Las habitaciones son grandes, modernas y bien terminadas. El WiFi funciona en el restaurante. Algunos miembros del personal son muy acogedores. Miguel, en particular, fue muy amable. También había un caballero que parecía trabajar en los jardines que poseían.",Bacalar,QuintanaRoo,Hotel,3
Regular.,"La comida no es la mejor, la presentación en gracia, pero los sabores no son muy buenos.",Metepec,Estado_de_Mexico,Restaurant,3
Podría haber sido mejor.,"Las cabañas son hermosas y nos encantó la Hamaca que teníamos fuera de la habitación, era un excelente asiento al aire libre y una conversación con el resto del grupo. La única indicación es que mi habitación tenía un fuerte olor a humedad y que había gotitas en algún lugar del baño. El desayuno estaba muy bien y la gente estaba muy atenta. Era difícil llegar a su habitación o restaurante porque los signos que faltaban o no eran claros a seguir.",Palenque,Chiapas,Hotel,3
Un variado restaurante con precios muy asequibles y música en vivo.,"Hemos cenado en este restaurante, por lo general hay música local en vivo, lo que le da un buen ambiente, la comida es buena y variada, los precios asequibles.",San_Cristobal_de_las_Casas,Chiapas,Restaurant,3
¿Alguien está enfermo?,"Parece que docenas de personas a nuestro alrededor sufrieron ""síntomas de gripe"" la semana pasada, mientras estábamos en el hospital.",Sayulita,Nayarit,Attractive,3
"Es interesante, pero no tan interesante como Coba y Chichen Itza.","Si esta es su primera visita a la ruina de Tulum Maya, usted encontrará algo interesante, pero era la tercera de nuestra lista de tres ruinas (Coba y Chciehn Itza eran las otras dos), por lo que la fascinación de la historia maya había pasado un poco en este punto. El día que nos fuimos, hacía muy, muy caliente y había muchos turistas alrededor. Las instalaciones son espaciosas, pero había lugares que estaban llenos. Si usted no viene aquí, usted viene muy temprano y trae un montón de agua potable. Como muchos lugares, es una buena idea hacer un paseo.",Tulum,QuintanaRoo,Attractive,3
Desilusionado por mi experiencia.,"Me alojé en este complejo durante cinco días, en una habitación que tenía una vista al océano y que me decepcionó. Sin orden precisa: agua caliente durante sólo 20 segundos, sin aire acondicionado durante media jornada que requiere mi estancia en la habitación hasta que se repara, cualquier pedido de comida tomó más de 60 minutos para recibir, con un menú limitado y casi ningún espacio para acoger al chef Amigos míos, incluso tenía una historia que involucraba las habitaciones las inundaciones y peor aún, sin diversión.",Tulum,QuintanaRoo,Hotel,3
